"module name","license","repository"
"@poppinss/colors@4.1.5","MIT","https://github.com/poppinss/colors"
"@poppinss/dumper@0.6.4","MIT","https://github.com/poppinss/dumper"
"@poppinss/exception@1.2.2","MIT","https://github.com/poppinss/exception"
"@protobufjs/aspromise@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/base64@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/codegen@2.0.4","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/eventemitter@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/fetch@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/float@1.0.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/inquire@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/path@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/pool@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/utf8@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@rolldown/pluginutils@1.0.0-beta.29","MIT","https://github.com/rolldown/rolldown"
"@rolldown/pluginutils@1.0.0-beta.31","MIT","https://github.com/rolldown/rolldown"
"@rollup/plugin-alias@5.1.1","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-commonjs@28.0.6","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-inject@5.0.5","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-json@6.1.0","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-node-resolve@16.0.1","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-replace@6.0.2","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-terser@0.4.4","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-yaml@4.1.2","MIT","https://github.com/rollup/plugins"
"@rollup/pluginutils@5.2.0","MIT","https://github.com/rollup/plugins"
"@rollup/rollup-darwin-arm64@4.46.2","MIT","https://github.com/rollup/rollup"
"@samverschueren/stream-to-observable@0.3.1","MIT","https://github.com/SamVerschueren/stream-to-observable"
"@scayle/changelog-formatter@1.1.0","MIT",""
"@scayle/eslint-auto-explicit-import@0.2.0","MIT","https://github.com/scayle/eslint-auto-explicit-import"
"@scayle/eslint-config-storefront@4.7.2","MIT","https://github.com/scayle/eslint-config-storefront"
"@scayle/eslint-plugin-vue-composable@0.2.1","MIT",""
"@scayle/h3-session@0.6.1","MIT","https://github.com/scayle/h3-session"
"@scayle/nuxt-image-provider@0.3.1","MIT","https://github.com/scayle/nuxt-image-provider"
"@scayle/nuxt-opentelemetry@0.13.13","MIT","https://github.com/scayle/nuxt-opentelemetry"
"@scayle/omnichannel-nuxt@4.3.2","MIT",""
"@scayle/prettier-config-storefront@2.0.2","MIT",""
"@scayle/storefront-api@18.12.0","MIT",""
"@scayle/storefront-application-nuxt@1.11.0","UNLICENSED",""
"@scayle/storefront-basket@0.3.0","MIT",""
"@scayle/storefront-core@8.38.4","MIT","https://github.com/scayle/storefront-core"
"@scayle/storefront-country-detection@2.0.1","MIT",""
"@scayle/storefront-navigation@0.3.0","MIT",""
"@scayle/storefront-nuxt@8.38.4","MIT","https://github.com/scayle/storefront-nuxt"
"@scayle/storefront-product-detail@1.5.1","MIT",""
"@scayle/storefront-product-listing@2.0.2","MIT",""
"@scayle/storefront-promotions@2.2.0","MIT",""
"@scayle/storefront-search@0.3.0","MIT",""
"@scayle/unstorage-compression-driver@1.0.1","MIT","https://github.com/scayle/unstorage-compression-driver"
"@scayle/unstorage-scayle-kv-driver@1.0.3","MIT","https://github.com/scayle/unstorage-scayle-kv-driver"
"@sindresorhus/is@0.14.0","MIT","https://github.com/sindresorhus/is"
"@sindresorhus/is@0.15.0","MIT","https://github.com/sindresorhus/is"
"@sindresorhus/is@7.0.2","MIT","https://github.com/sindresorhus/is"
"@sindresorhus/merge-streams@2.3.0","MIT","https://github.com/sindresorhus/merge-streams"
"@speed-highlight/core@1.2.7","CC0-1.0","https://github.com/speed-highlight/core"
"@storyblok/js@4.2.0","MIT","https://github.com/storyblok/monoblok"
"@storyblok/js@4.2.1","MIT","https://github.com/storyblok/monoblok"
"@storyblok/nuxt@7.2.0","MIT*","https://github.com/storyblok/monoblok"
"@storyblok/region-helper@1.3.0","MIT","https://github.com/storyblok/region-helper"
"@storyblok/richtext@3.5.0","MIT","https://github.com/storyblok/monoblok"
"@storyblok/vue@9.2.0","MIT","https://github.com/storyblok/monoblok"
"@storyblok/vue@9.2.1","MIT","https://github.com/storyblok/monoblok"
"@storybook-vue/nuxt@8.4.1","MIT","https://github.com/nuxt-modules/storybook"
"@storybook/addon-a11y@9.0.5","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-docs@9.0.5","MIT","https://github.com/storybookjs/storybook"
"@storybook/builder-vite@9.0.5","MIT","https://github.com/storybookjs/storybook"
"@storybook/csf-plugin@9.0.5","MIT","https://github.com/storybookjs/storybook"
"@storybook/global@5.0.0","MIT","https://github.com/storybookjs/global"
"@storybook/icons@1.4.0","MIT","https://github.com/storybookjs/icons"
"@storybook/react-dom-shim@9.0.5","MIT","https://github.com/storybookjs/storybook"
"@storybook/vue3-vite@9.0.5","MIT","https://github.com/storybookjs/storybook"
"@storybook/vue3@9.0.5","MIT","https://github.com/storybookjs/storybook"
"@stylistic/eslint-plugin@5.2.2","MIT","https://github.com/eslint-stylistic/eslint-stylistic"
"@swc/helpers@0.5.17","Apache-2.0","https://github.com/swc-project/swc"
"@szmarczak/http-timer@1.1.2","MIT","https://github.com/szmarczak/http-timer"
"@tailwindcss/forms@0.5.10","MIT","https://github.com/tailwindlabs/tailwindcss-forms"
"@tailwindcss/typography@0.5.16","MIT","https://github.com/tailwindlabs/tailwindcss-typography"
"@testing-library/dom@9.3.4","MIT","https://github.com/testing-library/dom-testing-library"
"@testing-library/jest-dom@6.6.4","MIT","https://github.com/testing-library/jest-dom"
"@testing-library/user-event@14.6.1","MIT","https://github.com/testing-library/user-event"
"@testing-library/vue@8.1.0","MIT","https://github.com/testing-library/vue-testing-library"
"@trysound/sax@0.2.0","ISC","https://github.com/svg/sax"
"@ts-morph/common@0.24.0","MIT","https://github.com/dsherret/ts-morph"
"@tsconfig/node10@1.0.11","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node12@1.0.11","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node14@1.0.3","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node16@1.0.4","MIT","https://github.com/tsconfig/bases"
"@types/aria-query@5.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/aws-lambda@8.10.150","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/bunyan@1.8.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/chai@5.2.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cli-progress@3.11.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/color-convert@2.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/color-name@1.1.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/color@4.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.38","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/debug@4.1.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/deep-eql@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/glob@7.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/google.maps@3.58.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/keyv@3.1.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.17.20","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdast@4.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdx@2.0.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/memcached@2.2.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimatch@6.0.0","MIT",""
"@types/ms@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mysql@2.15.27","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@12.20.55","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@14.18.63","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@20.19.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@22.17.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/normalize-package-data@2.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/oracledb@6.5.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-path@7.1.0","MIT",""
"@types/pg-pool@2.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/pg@8.15.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prettier@2.7.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@18.3.23","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/resolve@1.20.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/responselike@1.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/shimmer@1.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/tedious@4.0.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/triple-beam@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/trusted-types@2.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/unist@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/web-bluetooth@0.0.21","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/whatwg-mimetype@3.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yauzl@2.10.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/eslint-plugin@8.39.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.39.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/project-service@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/project-service@8.39.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.39.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/tsconfig-utils@8.37.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/tsconfig-utils@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/tsconfig-utils@8.39.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.39.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.39.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.39.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.39.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.39.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@unhead/vue@2.0.14","MIT","https://github.com/unjs/unhead"
"@unrs/resolver-binding-darwin-arm64@1.11.1","MIT","https://github.com/unrs/unrs-resolver"
"@upstash/redis@1.35.3","MIT","https://github.com/upstash/upstash-redis"
"@vercel/kv@3.0.0","Apache-2.0","https://github.com/vercel/storage"
"@vercel/nft@0.29.4","MIT","https://github.com/vercel/nft"
"@vercel/otel@1.13.0","MIT","https://github.com/vercel/otel"
"@vercel/stega@0.1.2","MPL-2.0",""
"@vitejs/plugin-vue-jsx@4.2.0","MIT","https://github.com/vitejs/vite-plugin-vue"
"@vitejs/plugin-vue-jsx@5.0.1","MIT","https://github.com/vitejs/vite-plugin-vue"
"@vitejs/plugin-vue@5.2.4","MIT","https://github.com/vitejs/vite-plugin-vue"
"@vitejs/plugin-vue@6.0.1","MIT","https://github.com/vitejs/vite-plugin-vue"
"@vitest/coverage-v8@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/eslint-plugin@1.3.4","MIT","https://github.com/vitest-dev/eslint-plugin-vitest"
"@vitest/expect@3.0.9","MIT","https://github.com/vitest-dev/vitest"
"@vitest/expect@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/mocker@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/pretty-format@3.0.9","MIT","https://github.com/vitest-dev/vitest"
"@vitest/pretty-format@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/runner@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/snapshot@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/spy@3.0.9","MIT","https://github.com/vitest-dev/vitest"
"@vitest/spy@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@vitest/utils@3.0.9","MIT","https://github.com/vitest-dev/vitest"
"@vitest/utils@3.2.4","MIT","https://github.com/vitest-dev/vitest"
"@volar/language-core@2.4.15","MIT","https://github.com/volarjs/volar.js"
"@volar/language-core@2.4.20","MIT","https://github.com/volarjs/volar.js"
"@volar/language-core@2.4.22","MIT","https://github.com/volarjs/volar.js"
"@volar/source-map@2.4.15","MIT","https://github.com/volarjs/volar.js"
"@volar/source-map@2.4.20","MIT","https://github.com/volarjs/volar.js"
"@volar/source-map@2.4.22","MIT","https://github.com/volarjs/volar.js"
"@volar/typescript@2.4.15","MIT","https://github.com/volarjs/volar.js"
"@volar/typescript@2.4.20","MIT","https://github.com/volarjs/volar.js"
"@volar/typescript@2.4.22","MIT","https://github.com/volarjs/volar.js"
"@vue-macros/common@1.16.1","MIT","https://github.com/vue-macros/vue-macros"
"@vue-macros/common@3.0.0-beta.15","MIT","https://github.com/vue-macros/vue-macros"
"@vue/babel-helper-vue-transform-on@1.4.0","MIT","https://github.com/vuejs/babel-plugin-jsx"
"@vue/babel-plugin-jsx@1.4.0","MIT","https://github.com/vuejs/babel-plugin-jsx"
"@vue/babel-plugin-resolve-type@1.4.0","MIT","https://github.com/vuejs/babel-plugin-jsx"
"@vue/compiler-core@3.5.18","MIT","https://github.com/vuejs/core"
"@vue/compiler-dom@3.5.18","MIT","https://github.com/vuejs/core"
"@vue/compiler-sfc@3.5.18","MIT","https://github.com/vuejs/core"
"@vue/compiler-ssr@3.5.18","MIT","https://github.com/vuejs/core"
"@vue/compiler-vue2@2.7.16","MIT","https://github.com/vuejs/vue"
"@vue/devtools-api@6.6.4","MIT","https://github.com/vuejs/vue-devtools"
"@vue/devtools-core@7.7.7","MIT","https://github.com/vuejs/devtools"
"@vue/devtools-kit@7.7.7","MIT","https://github.com/vuejs/devtools"
"@vue/devtools-shared@7.7.7","MIT","https://github.com/vuejs/devtools"
"@vue/language-core@2.2.12","MIT","https://github.com/vuejs/language-tools"
"@vue/language-core@3.0.4","MIT","https://github.com/vuejs/language-tools"
"@vue/language-core@3.0.5","MIT","https://github.com/vuejs/language-tools"
"@vue/reactivity@3.5.18","MIT","https://github.com/vuejs/core"
"@vue/runtime-core@3.5.18","MIT","https://github.com/vuejs/core"
"@vue/runtime-dom@3.5.18","MIT","https://github.com/vuejs/core"
"@vue/server-renderer@3.5.18","MIT","https://github.com/vuejs/core"
"@vue/shared@3.5.18","MIT","https://github.com/vuejs/core"
"@vue/test-utils@2.4.6","MIT","https://github.com/vuejs/test-utils"
"@vue/typescript-plugin@3.0.4","MIT","https://github.com/vuejs/language-tools"
"@vuelidate/core@2.0.3","MIT","https://github.com/vuelidate/vuelidate"
"@vuelidate/validators@2.0.4","MIT","https://github.com/vuelidate/vuelidate"
"@vueuse/components@13.6.0","MIT","https://github.com/vueuse/vueuse"
"@vueuse/core@13.6.0","MIT","https://github.com/vueuse/vueuse"
"@vueuse/gesture@2.0.0","MIT","https://github.com/vueuse/gesture"
"@vueuse/integrations@13.6.0","MIT","https://github.com/vueuse/vueuse"
"@vueuse/metadata@13.6.0","MIT","https://github.com/vueuse/vueuse"
"@vueuse/nuxt@13.6.0","MIT","https://github.com/vueuse/vueuse"
"@vueuse/shared@13.6.0","MIT","https://github.com/vueuse/vueuse"
"@whatwg-node/disposablestack@0.0.6","MIT","https://github.com/ardatan/whatwg-node"
"@whatwg-node/fetch@0.10.10","MIT","https://github.com/ardatan/whatwg-node"
"@whatwg-node/node-fetch@0.7.25","MIT","https://github.com/ardatan/whatwg-node"
"@whatwg-node/promise-helpers@1.3.2","MIT","https://github.com/ardatan/whatwg-node"
"@whatwg-node/server@0.9.71","MIT","https://github.com/ardatan/whatwg-node"
"abbrev@2.0.0","ISC","https://github.com/npm/abbrev-js"
"abbrev@3.0.1","ISC","https://github.com/npm/abbrev-js"
"abort-controller@3.0.0","MIT","https://github.com/mysticatea/abort-controller"
"accepts@1.3.8","MIT","https://github.com/jshttp/accepts"
"acorn-import-attributes@1.9.5","MIT","https://github.com/xtuc/acorn-import-attributes"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn-walk@8.3.4","MIT","https://github.com/acornjs/acorn"
"acorn@7.4.1","MIT","https://github.com/acornjs/acorn"
"acorn@8.15.0","MIT","https://github.com/acornjs/acorn"
"agent-base@7.1.4","MIT","https://github.com/TooTallNate/proxy-agents"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"alien-signals@1.0.13","MIT","https://github.com/johnsoncodehk/signals"
"alien-signals@2.0.6","MIT","https://github.com/johnsoncodehk/signals"
"ansi-align@3.0.1","ISC","https://github.com/nexdrew/ansi-align"
"ansi-colors@4.1.3","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@3.2.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@7.0.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansicolors@0.3.2","MIT","https://github.com/thlorenz/ansicolors"
"ansis@3.17.0","ISC","https://github.com/webdiscus/ansis"
"ansis@4.1.0","ISC","https://github.com/webdiscus/ansis"
"any-observable@0.3.0","MIT","https://github.com/sindresorhus/any-observable"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"archiver-utils@5.0.2","MIT","https://github.com/archiverjs/archiver-utils"
"archiver@7.0.1","MIT","https://github.com/archiverjs/node-archiver"
"are-docs-informative@0.0.2","MIT","https://github.com/JoshuaKGoldberg/are-docs-informative"
"arg@4.1.3","MIT","https://github.com/zeit/arg"
"arg@5.0.2","MIT","https://github.com/vercel/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"aria-query@5.1.3","Apache-2.0","https://github.com/A11yance/aria-query"
"aria-query@5.3.2","Apache-2.0","https://github.com/A11yance/aria-query"
"array-back@3.1.0","MIT","https://github.com/75lb/array-back"
"array-back@4.0.2","MIT","https://github.com/75lb/array-back"
"array-buffer-byte-length@1.0.2","MIT","https://github.com/inspect-js/array-buffer-byte-length"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-includes@3.1.9","MIT","https://github.com/es-shims/array-includes"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"array.prototype.flat@1.3.3","MIT","https://github.com/es-shims/Array.prototype.flat"
"arraybuffer.prototype.slice@1.0.4","MIT","https://github.com/es-shims/ArrayBuffer.prototype.slice"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"assert-never@1.4.0","MIT","https://github.com/aikoven/assert-never"
"assertion-error@2.0.1","MIT","https://github.com/chaijs/assertion-error"
"ast-kit@1.4.3","MIT","https://github.com/sxzz/ast-kit"
"ast-kit@2.1.1","MIT","https://github.com/sxzz/ast-kit"
"ast-module-types@6.0.1","MIT","https://github.com/dependents/node-ast-module-types"
"ast-types@0.16.1","MIT","https://github.com/benjamn/ast-types"
"ast-v8-to-istanbul@0.3.4","MIT","https://github.com/AriPerkkio/ast-v8-to-istanbul"
"ast-walker-scope@0.6.2","MIT","https://github.com/sxzz/ast-walker-scope"
"ast-walker-scope@0.8.1","MIT","https://github.com/sxzz/ast-walker-scope"
"astral-regex@2.0.0","MIT","https://github.com/kevva/astral-regex"
"async-function@1.0.0","MIT","https://github.com/ljharb/async-function"
"async-sema@3.1.1","MIT","https://github.com/vercel/async-sema"
"async@3.2.6","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node"
"autoprefixer@10.4.21","MIT","https://github.com/postcss/autoprefixer"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"axe-core@4.10.3","MPL-2.0","https://github.com/dequelabs/axe-core"
"axios@0.30.1","MIT","https://github.com/axios/axios"
"axios@1.11.0","MIT","https://github.com/axios/axios"
"b4a@1.6.7","Apache-2.0","https://github.com/holepunchto/b4a"
"babel-walk@3.0.0-canary-5","MIT","https://github.com/pugjs/babel-walk"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"bare-events@2.6.0","Apache-2.0","https://github.com/holepunchto/bare-events"
"bare-fs@4.1.6","Apache-2.0","https://github.com/holepunchto/bare-fs"
"bare-os@3.6.1","Apache-2.0","https://github.com/holepunchto/bare-os"
"bare-path@3.0.0","Apache-2.0","https://github.com/holepunchto/bare-path"
"bare-stream@2.6.5","Apache-2.0","https://github.com/holepunchto/bare-stream"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"better-opn@3.0.2","MIT","https://github.com/ExiaSR/better-opn"
"better-path-resolve@1.0.0","MIT","https://github.com/zkochan/packages.git#master"
"bfj@8.0.0","MIT","git+https://gitlab.com/philbooth/bfj"
"bignumber.js@9.3.1","MIT","https://github.com/MikeMcl/bignumber.js"
"binary-extensions@2.3.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bindings@1.5.0","MIT","https://github.com/TooTallNate/node-bindings"
"birpc@2.5.0","MIT","https://github.com/antfu/birpc"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"blob-to-buffer@1.2.9","MIT","https://github.com/feross/blob-to-buffer"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"boxen@5.1.2","MIT","https://github.com/sindresorhus/boxen"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.2","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"brotli@1.3.3","MIT","https://github.com/devongovett/brotli.js"
"browserslist@4.25.1","MIT","https://github.com/browserslist/browserslist"
"buffer-crc32@0.2.13","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-crc32@1.0.0","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"buffer@6.0.3","MIT","https://github.com/feross/buffer"
"builtin-modules@3.3.0","MIT","https://github.com/sindresorhus/builtin-modules"
"builtin-modules@5.0.0","MIT","https://github.com/sindresorhus/builtin-modules"
"bundle-name@4.1.0","MIT","https://github.com/sindresorhus/bundle-name"
"bundle-require@4.2.1","MIT",""
"bundle-require@5.1.0","MIT",""
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"c12@3.2.0","MIT","https://github.com/unjs/c12"
"cac@6.7.14","MIT","https://github.com/egoist/cac"
"cache-content-type@1.0.1","MIT","https://github.com/node-modules/cache-content-type"
"cacheable-request@6.1.0","MIT","https://github.com/lukechilds/cacheable-request"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.8","MIT","https://github.com/ljharb/call-bind"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"call-me-maybe@1.0.2","MIT","https://github.com/limulus/call-me-maybe"
"callsite@1.0.0","MIT*",""
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase-css@2.0.1","MIT","https://github.com/stevenvachon/camelcase-css"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-api@3.0.0","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-lite@1.0.30001731","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"cardinal@2.1.1","MIT","https://github.com/thlorenz/cardinal"
"ccount@2.0.1","MIT","https://github.com/wooorm/ccount"
"cf-content-types-generator@2.16.0","MIT","https://github.com/contentful-userland/cf-content-types-generator"
"chai@5.2.1","MIT","https://github.com/chaijs/chai"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"chalk@5.5.0","MIT","https://github.com/chalk/chalk"
"change-case@5.4.4","MIT","https://github.com/blakeembrey/change-case"
"character-entities@2.0.2","MIT","https://github.com/wooorm/character-entities"
"character-parser@2.2.0","MIT","https://github.com/ForbesLindesay/character-parser"
"chardet@0.7.0","MIT","https://github.com/runk/node-chardet"
"check-error@2.1.1","MIT","https://github.com/chaijs/check-error"
"check-types@11.2.3","MIT","git+https://gitlab.com/philbooth/check-types.js"
"chokidar@3.6.0","MIT","https://github.com/paulmillr/chokidar"
